title,price,area_sqm,bedrooms,bathrooms,property_type,furnishing,location,description,url,scraped_at,source,price_per_sqm,log_price,city
Townhouse in Cairo,2944953,217,3,4,Townhouse,Semi-furnished,Cairo,"Beautiful townhouse in Cairo. 3 bedrooms, 4 bathrooms, 217 sqm. Semi-furnished.",https://example.com/property/499,2026-05-04T18:39:28.477110,sample,13571.211981566821,14.895603755251438,Cairo
Townhouse in 6th October,2172361,201,2,3,Townhouse,Unfurnished,6th October,"Beautiful townhouse in 6th October. 2 bedrooms, 3 bathrooms, 201 sqm. Unfurnished.",https://example.com/property/500,2026-05-04T18:39:28.477113,sample,10807.766169154229,14.591325612815284,6th October
Duplex in New Cairo,4747225,202,3,1,Duplex,Furnished,New Cairo,"Beautiful duplex in New Cairo. 3 bedrooms, 1 bathrooms, 202 sqm. Furnished.",https://example.com/property/501,2026-05-04T18:39:28.477116,sample,23501.11386138614,15.373071005416403,Cairo
Villa in New Cairo,10152473,395,4,3,Villa,Unfurnished,New Cairo,"Beautiful villa in New Cairo. 4 bedrooms, 3 bathrooms, 395 sqm. Unfurnished.",https://example.com/property/502,2026-05-04T18:39:28.477120,sample,25702.46329113924,16.13322797759373,Cairo
Apartment in New Cairo,1401748,100,1,1,Apartment,Unfurnished,New Cairo,"Beautiful apartment in New Cairo. 1 bedrooms, 1 bathrooms, 100 sqm. Unfurnished.",https://example.com/property/503,2026-05-04T18:39:28.477123,sample,14017.48,14.153231300591692,Cairo
Townhouse in Giza,2519773,238,3,1,Townhouse,Furnished,Giza,"Beautiful townhouse in Giza. 3 bedrooms, 1 bathrooms, 238 sqm. Furnished.",https://example.com/property/504,2026-05-04T18:39:28.477126,sample,10587.281512605043,14.739679772926204,Giza
Studio in Sheikh Zayed,364712,39,0,1,Studio,Semi-furnished,Sheikh Zayed,"Beautiful studio in Sheikh Zayed. 0 bedrooms, 1 bathrooms, 39 sqm. Semi-furnished.",https://example.com/property/505,2026-05-04T18:39:28.477129,sample,9351.589743589744,12.806866021897699,Sheikh Zayed
Studio in Alexandria,341253,35,0,1,Studio,Unfurnished,Alexandria,"Beautiful studio in Alexandria. 0 bedrooms, 1 bathrooms, 35 sqm. Unfurnished.",https://example.com/property/506,2026-05-04T18:39:28.477132,sample,9750.085714285715,12.740382347024331,Alexandria
Studio in Sheikh Zayed,416505,35,0,1,Studio,Furnished,Sheikh Zayed,"Beautiful studio in Sheikh Zayed. 0 bedrooms, 1 bathrooms, 35 sqm. Furnished.",https://example.com/property/507,2026-05-04T18:39:28.477135,sample,11900.142857142857,12.939656146247577,Sheikh Zayed
Duplex in Sheikh Zayed,4988591,203,4,2,Duplex,Semi-furnished,Sheikh Zayed,"Beautiful duplex in Sheikh Zayed. 4 bedrooms, 2 bathrooms, 203 sqm. Semi-furnished.",https://example.com/property/508,2026-05-04T18:39:28.477138,sample,24574.339901477833,15.4226642635832,Sheikh Zayed
Townhouse in Alexandria,3692855,226,4,5,Townhouse,Semi-furnished,Alexandria,"Beautiful townhouse in Alexandria. 4 bedrooms, 5 bathrooms, 226 sqm. Semi-furnished.",https://example.com/property/509,2026-05-04T18:39:28.477141,sample,16340.066371681416,15.121910700385595,Alexandria
Studio in Giza,308082,41,0,1,Studio,Unfurnished,Giza,"Beautiful studio in Giza. 0 bedrooms, 1 bathrooms, 41 sqm. Unfurnished.",https://example.com/property/510,2026-05-04T18:39:28.477144,sample,7514.195121951219,12.638124506171838,Giza
Townhouse in Giza,2179480,158,3,2,Townhouse,Unfurnished,Giza,"Beautiful townhouse in Giza. 3 bedrooms, 2 bathrooms, 158 sqm. Unfurnished.",https://example.com/property/511,2026-05-04T18:39:28.477147,sample,13794.177215189873,14.594597333026806,Giza
Duplex in New Cairo,4014403,244,4,4,Duplex,Unfurnished,New Cairo,"Beautiful duplex in New Cairo. 4 bedrooms, 4 bathrooms, 244 sqm. Unfurnished.",https://example.com/property/512,2026-05-04T18:39:28.477150,sample,16452.47131147541,15.205399451006713,Cairo
Studio in Alexandria,285865,31,0,1,Studio,Unfurnished,Alexandria,"Beautiful studio in Alexandria. 0 bedrooms, 1 bathrooms, 31 sqm. Unfurnished.",https://example.com/property/513,2026-05-04T18:39:28.477153,sample,9221.451612903225,12.563278448538293,Alexandria
Villa in Giza,4296764,256,3,4,Villa,Unfurnished,Giza,"Beautiful villa in Giza. 3 bedrooms, 4 bathrooms, 256 sqm. Unfurnished.",https://example.com/property/514,2026-05-04T18:39:28.477156,sample,16784.234375,15.273372971943488,Giza
Apartment in 6th October,2434414,172,3,4,Apartment,Unfurnished,6th October,"Beautiful apartment in 6th October. 3 bedrooms, 4 bathrooms, 172 sqm. Unfurnished.",https://example.com/property/515,2026-05-04T18:39:28.477166,sample,14153.56976744186,14.705217039228465,6th October
Villa in Sheikh Zayed,7234956,224,6,7,Villa,Unfurnished,Sheikh Zayed,"Beautiful villa in Sheikh Zayed. 6 bedrooms, 7 bathrooms, 224 sqm. Unfurnished.",https://example.com/property/516,2026-05-04T18:39:28.477170,sample,32298.910714285714,15.79443497469903,Sheikh Zayed
Villa in New Cairo,9560667,313,5,6,Villa,Unfurnished,New Cairo,"Beautiful villa in New Cairo. 5 bedrooms, 6 bathrooms, 313 sqm. Unfurnished.",https://example.com/property/517,2026-05-04T18:39:28.477173,sample,30545.26198083067,16.073168157063463,Cairo
Townhouse in 6th October,2827590,253,5,6,Townhouse,Unfurnished,6th October,"Beautiful townhouse in 6th October. 5 bedrooms, 6 bathrooms, 253 sqm. Unfurnished.",https://example.com/property/518,2026-05-04T18:39:28.477176,sample,11176.245059288538,14.854935670362568,6th October
Villa in Cairo,5080130,398,3,4,Villa,Unfurnished,Cairo,"Beautiful villa in Cairo. 3 bedrooms, 4 bathrooms, 398 sqm. Unfurnished.",https://example.com/property/519,2026-05-04T18:39:28.477179,sample,12764.145728643216,15.44084760662375,Cairo
Townhouse in Alexandria,2575377,228,3,2,Townhouse,Furnished,Alexandria,"Beautiful townhouse in Alexandria. 3 bedrooms, 2 bathrooms, 228 sqm. Furnished.",https://example.com/property/520,2026-05-04T18:39:28.477183,sample,11295.513157894737,14.761506877422983,Alexandria
Duplex in Sheikh Zayed,4186782,157,4,3,Duplex,Unfurnished,Sheikh Zayed,"Beautiful duplex in Sheikh Zayed. 4 bedrooms, 3 bathrooms, 157 sqm. Unfurnished.",https://example.com/property/521,2026-05-04T18:39:28.477187,sample,26667.40127388535,15.24744321657438,Sheikh Zayed
Townhouse in Alexandria,2364550,250,2,1,Townhouse,Furnished,Alexandria,"Beautiful townhouse in Alexandria. 2 bedrooms, 1 bathrooms, 250 sqm. Furnished.",https://example.com/property/522,2026-05-04T18:39:28.477190,sample,9458.2,14.67609870987554,Alexandria
Duplex in Alexandria,2509109,126,3,4,Duplex,Furnished,Alexandria,"Beautiful duplex in Alexandria. 3 bedrooms, 4 bathrooms, 126 sqm. Furnished.",https://example.com/property/523,2026-05-04T18:39:28.477193,sample,19913.56349206349,14.735438666555714,Alexandria
Apartment in Sheikh Zayed,2314521,133,2,1,Apartment,Semi-furnished,Sheikh Zayed,"Beautiful apartment in Sheikh Zayed. 2 bedrooms, 1 bathrooms, 133 sqm. Semi-furnished.",https://example.com/property/524,2026-05-04T18:39:28.477196,sample,17402.413533834588,14.654713744701008,Sheikh Zayed
Apartment in Alexandria,2502923,139,3,4,Apartment,Semi-furnished,Alexandria,"Beautiful apartment in Alexandria. 3 bedrooms, 4 bathrooms, 139 sqm. Semi-furnished.",https://example.com/property/525,2026-05-04T18:39:28.477201,sample,18006.640287769784,14.732970206389206,Alexandria
Townhouse in New Cairo,2981273,155,4,2,Townhouse,Furnished,New Cairo,"Beautiful townhouse in New Cairo. 4 bedrooms, 2 bathrooms, 155 sqm. Furnished.",https://example.com/property/526,2026-05-04T18:39:28.477204,sample,19234.01935483871,14.90786128390085,Cairo
Apartment in Alexandria,1486663,121,3,1,Apartment,Semi-furnished,Alexandria,"Beautiful apartment in Alexandria. 3 bedrooms, 1 bathrooms, 121 sqm. Semi-furnished.",https://example.com/property/527,2026-05-04T18:39:28.477207,sample,12286.471074380166,14.212045241604555,Alexandria
Apartment in Sheikh Zayed,1942151,188,1,1,Apartment,Unfurnished,Sheikh Zayed,"Beautiful apartment in Sheikh Zayed. 1 bedrooms, 1 bathrooms, 188 sqm. Unfurnished.",https://example.com/property/528,2026-05-04T18:39:28.477211,sample,10330.590425531915,14.479307194595407,Sheikh Zayed
Studio in Giza,611445,54,0,1,Studio,Furnished,Giza,"Beautiful studio in Giza. 0 bedrooms, 1 bathrooms, 54 sqm. Furnished.",https://example.com/property/529,2026-05-04T18:39:28.477213,sample,11323.055555555555,13.323581922769312,Giza
Apartment in Cairo,1414206,68,4,4,Apartment,Unfurnished,Cairo,"Beautiful apartment in Cairo. 4 bedrooms, 4 bathrooms, 68 sqm. Unfurnished.",https://example.com/property/530,2026-05-04T18:39:28.477216,sample,20797.147058823528,14.162079507934964,Cairo
Duplex in New Cairo,4122069,231,2,1,Duplex,Furnished,New Cairo,"Beautiful duplex in New Cairo. 2 bedrooms, 1 bathrooms, 231 sqm. Furnished.",https://example.com/property/531,2026-05-04T18:39:28.477220,sample,17844.454545454544,15.231866022335899,Cairo
Villa in Giza,6263305,391,4,5,Villa,Semi-furnished,Giza,"Beautiful villa in Giza. 4 bedrooms, 5 bathrooms, 391 sqm. Semi-furnished.",https://example.com/property/532,2026-05-04T18:39:28.477223,sample,16018.682864450127,15.650218718688599,Giza
Townhouse in Giza,3172415,219,3,4,Townhouse,Furnished,Giza,"Beautiful townhouse in Giza. 3 bedrooms, 4 bathrooms, 219 sqm. Furnished.",https://example.com/property/533,2026-05-04T18:39:28.477227,sample,14485.913242009132,14.970004000678772,Giza
Duplex in Cairo,3314991,237,3,2,Duplex,Semi-furnished,Cairo,"Beautiful duplex in Cairo. 3 bedrooms, 2 bathrooms, 237 sqm. Semi-furnished.",https://example.com/property/534,2026-05-04T18:39:28.477231,sample,13987.303797468354,15.013965768326187,Cairo
Villa in New Cairo,6363269,286,5,5,Villa,Semi-furnished,New Cairo,"Beautiful villa in New Cairo. 5 bedrooms, 5 bathrooms, 286 sqm. Semi-furnished.",https://example.com/property/535,2026-05-04T18:39:28.477235,sample,22249.19230769231,15.666052954129393,Cairo
Duplex in 6th October,2652764,192,2,2,Duplex,Semi-furnished,6th October,"Beautiful duplex in 6th October. 2 bedrooms, 2 bathrooms, 192 sqm. Semi-furnished.",https://example.com/property/536,2026-05-04T18:39:28.477238,sample,13816.479166666666,14.791113050229322,6th October
Studio in Cairo,557854,47,0,1,Studio,Furnished,Cairo,"Beautiful studio in Cairo. 0 bedrooms, 1 bathrooms, 47 sqm. Furnished.",https://example.com/property/537,2026-05-04T18:39:28.477241,sample,11869.234042553191,13.231854350964039,Cairo
Apartment in Giza,1728284,115,2,3,Apartment,Furnished,Giza,"Beautiful apartment in Giza. 2 bedrooms, 3 bathrooms, 115 sqm. Furnished.",https://example.com/property/538,2026-05-04T18:39:28.477244,sample,15028.55652173913,14.362640145302144,Giza
Townhouse in Cairo,1950005,165,2,3,Townhouse,Furnished,Cairo,"Beautiful townhouse in Cairo. 2 bedrooms, 3 bathrooms, 165 sqm. Furnished.",https://example.com/property/539,2026-05-04T18:39:28.477248,sample,11818.212121212122,14.483343007458272,Cairo
Duplex in Cairo,2145788,161,3,4,Duplex,Unfurnished,Cairo,"Beautiful duplex in Cairo. 3 bedrooms, 4 bathrooms, 161 sqm. Unfurnished.",https://example.com/property/540,2026-05-04T18:39:28.477251,sample,13327.875776397515,14.579017874878419,Cairo
Studio in New Cairo,487523,39,0,1,Studio,Furnished,New Cairo,"Beautiful studio in New Cairo. 0 bedrooms, 1 bathrooms, 39 sqm. Furnished.",https://example.com/property/541,2026-05-04T18:39:28.477254,sample,12500.589743589744,13.097094798977475,Cairo
Apartment in 6th October,1974029,190,1,1,Apartment,Furnished,6th October,"Beautiful apartment in 6th October. 1 bedrooms, 1 bathrooms, 190 sqm. Furnished.",https://example.com/property/542,2026-05-04T18:39:28.477257,sample,10389.626315789474,14.495587696428471,6th October
Studio in Giza,359162,45,0,1,Studio,Unfurnished,Giza,"Beautiful studio in Giza. 0 bedrooms, 1 bathrooms, 45 sqm. Unfurnished.",https://example.com/property/543,2026-05-04T18:39:28.477259,sample,7981.377777777778,12.791531603423115,Giza
Apartment in Cairo,2024673,139,1,1,Apartment,Furnished,Cairo,"Beautiful apartment in Cairo. 1 bedrooms, 1 bathrooms, 139 sqm. Furnished.",https://example.com/property/544,2026-05-04T18:39:28.477263,sample,14565.992805755395,14.520919257908552,Cairo
Studio in New Cairo,463082,30,0,1,Studio,Furnished,New Cairo,"Beautiful studio in New Cairo. 0 bedrooms, 1 bathrooms, 30 sqm. Furnished.",https://example.com/property/545,2026-05-04T18:39:28.477267,sample,15436.066666666668,13.04566158266095,Cairo
Studio in 6th October,654539,59,0,1,Studio,Furnished,6th October,"Beautiful studio in 6th October. 0 bedrooms, 1 bathrooms, 59 sqm. Furnished.",https://example.com/property/546,2026-05-04T18:39:28.477271,sample,11093.881355932202,13.391687977819858,6th October
Villa in Sheikh Zayed,5111550,170,3,3,Villa,Unfurnished,Sheikh Zayed,"Beautiful villa in Sheikh Zayed. 3 bedrooms, 3 bathrooms, 170 sqm. Unfurnished.",https://example.com/property/547,2026-05-04T18:39:28.477274,sample,30067.941176470587,15.447013438631142,Sheikh Zayed
Apartment in Sheikh Zayed,2407296,161,2,1,Apartment,Unfurnished,Sheikh Zayed,"Beautiful apartment in Sheikh Zayed. 2 bedrooms, 1 bathrooms, 161 sqm. Unfurnished.",https://example.com/property/548,2026-05-04T18:39:28.477278,sample,14952.149068322982,14.694015099265448,Sheikh Zayed
Studio in Alexandria,764261,59,0,1,Studio,Furnished,Alexandria,"Beautiful studio in Alexandria. 0 bedrooms, 1 bathrooms, 59 sqm. Furnished.",https://example.com/property/549,2026-05-04T18:39:28.477281,sample,12953.57627118644,13.546665941298114,Alexandria
Villa in Giza,6790433,352,6,4,Villa,Unfurnished,Giza,"Beautiful villa in Giza. 6 bedrooms, 4 bathrooms, 352 sqm. Unfurnished.",https://example.com/property/550,2026-05-04T18:39:28.477285,sample,19291.002840909092,15.731025415018014,Giza
Apartment in 6th October,1388070,130,2,1,Apartment,Furnished,6th October,"Beautiful apartment in 6th October. 2 bedrooms, 1 bathrooms, 130 sqm. Furnished.",https://example.com/property/551,2026-05-04T18:39:28.477288,sample,10677.461538461539,14.143425571478382,6th October
Studio in New Cairo,622841,52,0,1,Studio,Unfurnished,New Cairo,"Beautiful studio in New Cairo. 0 bedrooms, 1 bathrooms, 52 sqm. Unfurnished.",https://example.com/property/552,2026-05-04T18:39:28.477291,sample,11977.711538461539,13.342048154047758,Cairo
Duplex in 6th October,2849749,174,2,1,Duplex,Semi-furnished,6th October,"Beautiful duplex in 6th October. 2 bedrooms, 1 bathrooms, 174 sqm. Semi-furnished.",https://example.com/property/553,2026-05-04T18:39:28.477294,sample,16377.867816091954,14.862741829099026,6th October
Duplex in New Cairo,2743584,122,2,3,Duplex,Furnished,New Cairo,"Beautiful duplex in New Cairo. 2 bedrooms, 3 bathrooms, 122 sqm. Furnished.",https://example.com/property/554,2026-05-04T18:39:28.477297,sample,22488.39344262295,14.824776017323076,Cairo
Villa in Alexandria,5501683,256,4,4,Villa,Semi-furnished,Alexandria,"Beautiful villa in Alexandria. 4 bedrooms, 4 bathrooms, 256 sqm. Semi-furnished.",https://example.com/property/555,2026-05-04T18:39:28.477302,sample,21490.94921875,15.520564785156793,Alexandria
Apartment in 6th October,2152527,102,4,4,Apartment,Furnished,6th October,"Beautiful apartment in 6th October. 4 bedrooms, 4 bathrooms, 102 sqm. Furnished.",https://example.com/property/556,2026-05-04T18:39:28.477305,sample,21103.20588235294,14.582153523329499,6th October
Apartment in Alexandria,1823991,113,4,3,Apartment,Furnished,Alexandria,"Beautiful apartment in Alexandria. 4 bedrooms, 3 bathrooms, 113 sqm. Furnished.",https://example.com/property/557,2026-05-04T18:39:28.477308,sample,16141.513274336283,14.416538063641884,Alexandria
Townhouse in Giza,2297190,177,2,1,Townhouse,Furnished,Giza,"Beautiful townhouse in Giza. 2 bedrooms, 1 bathrooms, 177 sqm. Furnished.",https://example.com/property/558,2026-05-04T18:39:28.477312,sample,12978.474576271186,14.647197630151615,Giza
Apartment in 6th October,1948474,164,4,5,Apartment,Unfurnished,6th October,"Beautiful apartment in 6th October. 4 bedrooms, 5 bathrooms, 164 sqm. Unfurnished.",https://example.com/property/559,2026-05-04T18:39:28.477315,sample,11880.939024390244,14.482557573296246,6th October
Townhouse in Giza,2208993,168,2,2,Townhouse,Furnished,Giza,"Beautiful townhouse in Giza. 2 bedrooms, 2 bathrooms, 168 sqm. Furnished.",https://example.com/property/560,2026-05-04T18:39:28.477319,sample,13148.767857142857,14.608047766237407,Giza
Duplex in Giza,2398209,145,4,2,Duplex,Semi-furnished,Giza,"Beautiful duplex in Giza. 4 bedrooms, 2 bathrooms, 145 sqm. Semi-furnished.",https://example.com/property/561,2026-05-04T18:39:28.477323,sample,16539.372413793102,14.690233183712788,Giza
Apartment in Sheikh Zayed,1408631,104,1,1,Apartment,Unfurnished,Sheikh Zayed,"Beautiful apartment in Sheikh Zayed. 1 bedrooms, 1 bathrooms, 104 sqm. Unfurnished.",https://example.com/property/562,2026-05-04T18:39:28.477326,sample,13544.528846153846,14.158129578627342,Sheikh Zayed
Duplex in New Cairo,2898924,164,4,2,Duplex,Semi-furnished,New Cairo,"Beautiful duplex in New Cairo. 4 bedrooms, 2 bathrooms, 164 sqm. Semi-furnished.",https://example.com/property/563,2026-05-04T18:39:28.477329,sample,17676.365853658535,14.879850536579136,Cairo
Duplex in Sheikh Zayed,2644688,103,4,4,Duplex,Semi-furnished,Sheikh Zayed,"Beautiful duplex in Sheikh Zayed. 4 bedrooms, 4 bathrooms, 103 sqm. Semi-furnished.",https://example.com/property/564,2026-05-04T18:39:28.477332,sample,25676.582524271846,14.788064036021161,Sheikh Zayed
Studio in New Cairo,489775,54,0,1,Studio,Semi-furnished,New Cairo,"Beautiful studio in New Cairo. 0 bedrooms, 1 bathrooms, 54 sqm. Semi-furnished.",https://example.com/property/565,2026-05-04T18:39:28.477336,sample,9069.907407407407,13.101703422708015,Cairo
Studio in 6th October,304350,32,0,1,Studio,Unfurnished,6th October,"Beautiful studio in 6th October. 0 bedrooms, 1 bathrooms, 32 sqm. Unfurnished.",https://example.com/property/566,2026-05-04T18:39:28.477339,sample,9510.9375,12.62593691960749,6th October
Studio in New Cairo,812096,52,0,1,Studio,Furnished,New Cairo,"Beautiful studio in New Cairo. 0 bedrooms, 1 bathrooms, 52 sqm. Furnished.",https://example.com/property/567,2026-05-04T18:39:28.477341,sample,15617.23076923077,13.60737507013734,Cairo
Villa in Cairo,7032442,382,6,4,Villa,Unfurnished,Cairo,"Beautiful villa in Cairo. 6 bedrooms, 4 bathrooms, 382 sqm. Unfurnished.",https://example.com/property/568,2026-05-04T18:39:28.477345,sample,18409.534031413612,15.766044714087563,Cairo
Studio in Cairo,451258,41,0,1,Studio,Furnished,Cairo,"Beautiful studio in Cairo. 0 bedrooms, 1 bathrooms, 41 sqm. Furnished.",https://example.com/property/569,2026-05-04T18:39:28.477348,sample,11006.292682926829,13.019796733028675,Cairo
Duplex in 6th October,1715721,108,3,4,Duplex,Semi-furnished,6th October,"Beautiful duplex in 6th October. 3 bedrooms, 4 bathrooms, 108 sqm. Semi-furnished.",https://example.com/property/570,2026-05-04T18:39:28.477351,sample,15886.305555555555,14.355344541243868,6th October
Studio in Alexandria,530806,44,0,1,Studio,Semi-furnished,Alexandria,"Beautiful studio in Alexandria. 0 bedrooms, 1 bathrooms, 44 sqm. Semi-furnished.",https://example.com/property/571,2026-05-04T18:39:28.477354,sample,12063.772727272728,13.18215376899453,Alexandria
Townhouse in Giza,2145457,236,2,2,Townhouse,Unfurnished,Giza,"Beautiful townhouse in Giza. 2 bedrooms, 2 bathrooms, 236 sqm. Unfurnished.",https://example.com/property/572,2026-05-04T18:39:28.477357,sample,9090.919491525423,14.578863607365664,Giza
Studio in 6th October,351378,46,0,1,Studio,Furnished,6th October,"Beautiful studio in 6th October. 0 bedrooms, 1 bathrooms, 46 sqm. Furnished.",https://example.com/property/573,2026-05-04T18:39:28.477360,sample,7638.652173913043,12.769620691993202,6th October
Studio in Alexandria,381646,36,0,1,Studio,Unfurnished,Alexandria,"Beautiful studio in Alexandria. 0 bedrooms, 1 bathrooms, 36 sqm. Unfurnished.",https://example.com/property/574,2026-05-04T18:39:28.477363,sample,10601.277777777777,12.852251376590456,Alexandria
Townhouse in Alexandria,3027456,280,3,2,Townhouse,Furnished,Alexandria,"Beautiful townhouse in Alexandria. 3 bedrooms, 2 bathrooms, 280 sqm. Furnished.",https://example.com/property/575,2026-05-04T18:39:28.477367,sample,10812.342857142858,14.923233551170616,Alexandria
Studio in 6th October,419643,47,0,1,Studio,Semi-furnished,6th October,"Beautiful studio in 6th October. 0 bedrooms, 1 bathrooms, 47 sqm. Semi-furnished.",https://example.com/property/576,2026-05-04T18:39:28.477369,sample,8928.574468085106,12.947162011779785,6th October
Duplex in New Cairo,3350109,196,3,1,Duplex,Unfurnished,New Cairo,"Beautiful duplex in New Cairo. 3 bedrooms, 1 bathrooms, 196 sqm. Unfurnished.",https://example.com/property/577,2026-05-04T18:39:28.477373,sample,17092.39285714286,15.02450373908306,Cairo
Villa in Sheikh Zayed,7192404,303,3,1,Villa,Furnished,Sheikh Zayed,"Beautiful villa in Sheikh Zayed. 3 bedrooms, 1 bathrooms, 303 sqm. Furnished.",https://example.com/property/578,2026-05-04T18:39:28.477376,sample,23737.30693069307,15.788536166117622,Sheikh Zayed
Villa in 6th October,6163118,265,6,4,Villa,Furnished,6th October,"Beautiful villa in 6th October. 6 bedrooms, 4 bathrooms, 265 sqm. Furnished.",https://example.com/property/579,2026-05-04T18:39:28.477379,sample,23257.049056603773,15.634093538536161,6th October
Duplex in Alexandria,4532419,172,4,4,Duplex,Furnished,Alexandria,"Beautiful duplex in Alexandria. 4 bedrooms, 4 bathrooms, 172 sqm. Furnished.",https://example.com/property/580,2026-05-04T18:39:28.477382,sample,26351.273255813954,15.32676657115201,Alexandria
Townhouse in New Cairo,3601645,237,3,2,Townhouse,Semi-furnished,New Cairo,"Beautiful townhouse in New Cairo. 3 bedrooms, 2 bathrooms, 237 sqm. Semi-furnished.",https://example.com/property/581,2026-05-04T18:39:28.477386,sample,15196.814345991561,15.096901521154331,Cairo
Villa in Sheikh Zayed,11293138,344,6,7,Villa,Semi-furnished,Sheikh Zayed,"Beautiful villa in Sheikh Zayed. 6 bedrooms, 7 bathrooms, 344 sqm. Semi-furnished.",https://example.com/property/582,2026-05-04T18:39:28.477389,sample,32828.88953488372,16.239705931139756,Sheikh Zayed
Apartment in Cairo,1736246,77,3,4,Apartment,Furnished,Cairo,"Beautiful apartment in Cairo. 3 bedrooms, 4 bathrooms, 77 sqm. Furnished.",https://example.com/property/583,2026-05-04T18:39:28.477393,sample,22548.64935064935,14.367236445187427,Cairo
Duplex in Sheikh Zayed,3250549,142,3,4,Duplex,Semi-furnished,Sheikh Zayed,"Beautiful duplex in Sheikh Zayed. 3 bedrooms, 4 bathrooms, 142 sqm. Semi-furnished.",https://example.com/property/584,2026-05-04T18:39:28.477396,sample,22891.190140845072,14.99433477075724,Sheikh Zayed
Townhouse in New Cairo,5243466,266,4,3,Townhouse,Furnished,New Cairo,"Beautiful townhouse in New Cairo. 4 bedrooms, 3 bathrooms, 266 sqm. Furnished.",https://example.com/property/585,2026-05-04T18:39:28.477400,sample,19712.27819548872,15.472493478730547,Cairo
Villa in Cairo,4458896,187,6,4,Villa,Unfurnished,Cairo,"Beautiful villa in Cairo. 6 bedrooms, 4 bathrooms, 187 sqm. Unfurnished.",https://example.com/property/586,2026-05-04T18:39:28.477404,sample,23844.363636363636,15.31041198399319,Cairo
Villa in Giza,6178435,377,5,4,Villa,Semi-furnished,Giza,"Beautiful villa in Giza. 5 bedrooms, 4 bathrooms, 377 sqm. Semi-furnished.",https://example.com/property/587,2026-05-04T18:39:28.477408,sample,16388.42175066313,15.636575722971479,Giza
Duplex in 6th October,2473067,128,2,2,Duplex,Semi-furnished,6th October,"Beautiful duplex in 6th October. 2 bedrooms, 2 bathrooms, 128 sqm. Semi-furnished.",https://example.com/property/588,2026-05-04T18:39:28.477411,sample,19320.8359375,14.720970043092764,6th October
Apartment in Alexandria,1601578,170,1,1,Apartment,Unfurnished,Alexandria,"Beautiful apartment in Alexandria. 1 bedrooms, 1 bathrooms, 170 sqm. Unfurnished.",https://example.com/property/589,2026-05-04T18:39:28.477414,sample,9421.04705882353,14.28650057556902,Alexandria
Duplex in 6th October,1631460,114,3,1,Duplex,Semi-furnished,6th October,"Beautiful duplex in 6th October. 3 bedrooms, 1 bathrooms, 114 sqm. Semi-furnished.",https://example.com/property/590,2026-05-04T18:39:28.477417,sample,14311.052631578947,14.304986490347328,6th October
Villa in New Cairo,7819610,248,3,3,Villa,Furnished,New Cairo,"Beautiful villa in New Cairo. 3 bedrooms, 3 bathrooms, 248 sqm. Furnished.",https://example.com/property/591,2026-05-04T18:39:28.477421,sample,31530.685483870966,15.872145367038684,Cairo
Townhouse in Sheikh Zayed,1949016,140,2,2,Townhouse,Semi-furnished,Sheikh Zayed,"Beautiful townhouse in Sheikh Zayed. 2 bedrooms, 2 bathrooms, 140 sqm. Semi-furnished.",https://example.com/property/592,2026-05-04T18:39:28.477424,sample,13921.542857142857,14.482835700873412,Sheikh Zayed
Studio in Alexandria,401485,39,0,1,Studio,Unfurnished,Alexandria,"Beautiful studio in Alexandria. 0 bedrooms, 1 bathrooms, 39 sqm. Unfurnished.",https://example.com/property/593,2026-05-04T18:39:28.477427,sample,10294.48717948718,12.902927942520659,Alexandria
Apartment in Sheikh Zayed,1139813,85,1,1,Apartment,Furnished,Sheikh Zayed,"Beautiful apartment in Sheikh Zayed. 1 bedrooms, 1 bathrooms, 85 sqm. Furnished.",https://example.com/property/594,2026-05-04T18:39:28.477431,sample,13409.564705882352,13.946375649164244,Sheikh Zayed
Duplex in Giza,2902823,180,2,2,Duplex,Semi-furnished,Giza,"Beautiful duplex in Giza. 2 bedrooms, 2 bathrooms, 180 sqm. Semi-furnished.",https://example.com/property/595,2026-05-04T18:39:28.477435,sample,16126.794444444444,14.881194614231228,Giza
Townhouse in Alexandria,5518261,299,5,5,Townhouse,Furnished,Alexandria,"Beautiful townhouse in Alexandria. 5 bedrooms, 5 bathrooms, 299 sqm. Furnished.",https://example.com/property/596,2026-05-04T18:39:28.477438,sample,18455.722408026755,15.52357351360355,Alexandria
Studio in Sheikh Zayed,446699,60,0,1,Studio,Unfurnished,Sheikh Zayed,"Beautiful studio in Sheikh Zayed. 0 bedrooms, 1 bathrooms, 60 sqm. Unfurnished.",https://example.com/property/597,2026-05-04T18:39:28.477441,sample,7444.983333333334,13.00964250734021,Sheikh Zayed
Duplex in New Cairo,3991964,152,3,4,Duplex,Furnished,New Cairo,"Beautiful duplex in New Cairo. 3 bedrooms, 4 bathrooms, 152 sqm. Furnished.",https://example.com/property/598,2026-05-04T18:39:28.477444,sample,26262.92105263158,15.199794148839986,Cairo
Studio in Alexandria,388015,46,0,1,Studio,Semi-furnished,Alexandria,"Beautiful studio in Alexandria. 0 bedrooms, 1 bathrooms, 46 sqm. Semi-furnished.",https://example.com/property/599,2026-05-04T18:39:28.477446,sample,8435.108695652174,12.868801854868586,Alexandria
Villa in Giza,5289829,248,4,3,Villa,Furnished,Giza,"Beautiful villa in Giza. 4 bedrooms, 3 bathrooms, 248 sqm. Furnished.",https://example.com/property/600,2026-05-04T18:39:28.477450,sample,21329.95564516129,15.481296667212247,Giza
